#{"t_start": 1775974238.6233823, "env_id": "None"}
r,l,t
-41.492082,3,88.183767
-55.92651,3,88.184766
-43.818889,3,88.185767
-21.949221,3,88.187766
-40.832522,3,88.188766
-53.091376,3,88.189766
-38.878124,3,88.190767
-36.473139,3,88.192766
-19.69422,2,88.193766
-45.549072,3,88.194766
-45.356304,3,88.195766
-30.027267,4,88.197766
-22.459353,2,88.198766
-43.208668,3,88.199766
-26.263584,4,88.200767
-42.363044,3,88.201766
-21.632601,2,88.202766
-50.87192,3,88.203766
-36.286037,3,88.204767
-19.882883,3,88.205766
-29.747986,2,88.206766
-34.433467,3,88.207767
-33.836271,3,88.208766
-51.511164,3,88.210769
-28.585207,4,88.211769
-47.730369,4,88.213769
-32.384371,2,88.214769
-34.102411,3,88.215769
-26.546778,2,88.216769
-25.477286,2,88.217769
-22.19669,3,88.218769
-42.945931,5,88.220769
-19.816774,2,88.221769
-46.345599,3,88.222769
-52.669407,3,88.224769
-47.589195,3,88.226274
-28.961597,3,88.227274
-39.036608,3,88.228275
-21.608844,2,88.229275
-39.171449,3,88.230275
-20.997818,4,88.231274
-24.744775,4,88.233274
-31.868227,3,88.234274
-46.75488,3,88.235275
-41.832883,3,88.236274
-54.06681,3,88.237275
-41.129522,3,88.239276
-34.008274,3,88.240275
-20.077551,3,88.241275
-24.061641,2,88.242275
-33.570035,3,88.243275
-24.748727,2,88.244275
-23.111126,2,88.245275
-39.087529,3,88.247275
-21.925837,2,88.248275
-45.071535,3,88.249274
-24.4065,2,88.250274
-33.734779,4,88.251274
-36.845502,4,88.253275
-27.672197,3,88.254275
-50.10718,3,88.256275
-28.112384,3,88.257275
-39.052248,3,88.258275
-20.692381,2,88.259275
-28.973058,5,88.261275
-25.19448,2,88.262275
-30.628699,2,88.263274
-30.845797,3,88.265275
-35.126536,3,88.266275
-37.498685,3,88.267275
-49.445453,4,88.269274
-39.512979,3,88.272277
-22.20741,2,88.273276
-25.156598,3,88.274275
-21.989011,5,88.276275
-52.127079,3,88.277275
-38.890701,3,88.278275
-35.208524,4,88.280275
-30.449672,5,88.281276
-35.152527,3,88.283275
-41.6479,6,88.285276
-26.29921,2,88.286275
-47.519751,4,88.287276
-30.446642,5,88.289275
-31.102333,3,88.290276
-37.070955,3,88.291275
-39.323636,3,88.292275
-48.02325,3,88.294275
-35.148787,3,88.295275
-34.260341,3,88.296274
-42.908314,5,88.297275
-28.883247,2,88.298275
-28.459268,2,88.299275
-38.073239,3,88.301275
-43.890738,3,88.302275
-22.796878,2,88.303275
-42.088933,3,88.304275
-25.601559,3,88.305275
-24.047667,3,88.307275
-41.541401,4,88.309279
7.440071,7,88.312286
-25.857428,2,88.313286
-47.156729,3,88.314286
-33.861651,4,88.316287
-49.087618,3,88.317286
-37.085411,4,88.319286
-28.637441,3,88.321286
-48.051522,3,88.322287
-47.415888,5,88.324794
-39.01093,3,88.325803
-48.8539,3,88.326803
-32.644697,3,88.328802
-25.524392,2,88.329803
-27.336715,2,88.330803
-52.677709,3,88.331803
-51.281267,3,88.332803
-27.550239,3,88.334803
-26.677875,3,88.335803
-40.552806,3,88.336802
-31.767945,2,88.337802
-20.893494,4,88.339803
-41.368472,5,88.341803
-45.931977,3,88.343803
-32.488288,2,88.344803
-54.502923,3,88.345803
-30.604186,2,88.346803
-41.574109,3,88.347803
-26.805511,2,88.348802
-35.266031,3,88.349803
-64.076561,4,88.350802
-32.686248,3,88.352803
-21.586585,3,88.353802
-49.102081,3,88.354802
-50.713758,3,88.355802
-44.573899,4,88.356802
-21.76684,2,88.357802
-25.879954,3,88.358802
-44.279352,3,88.359802
-22.46837,2,88.360802
-32.323251,2,88.361802
-29.156579,3,88.362802
-34.092571,3,88.363802
-34.888263,4,88.365805
-37.128429,3,88.366806
-31.071546,3,88.367806
-22.694466,4,88.368805
-46.33826,3,88.369806
-25.565948,2,88.370803
-22.564286,2,88.371806
-20.584477,2,88.371806
-31.399177,2,88.372806
-25.629706,2,88.37382
-31.045919,3,88.37481
-46.194404,4,88.37581
-36.661703,4,88.37781
-25.228388,4,88.378809
-56.384148,6,88.380813
-49.188834,3,88.383805
-52.235567,3,88.384806
-27.03328,3,88.385804
-42.108471,3,88.386805
-44.724296,3,88.387805
-22.222163,2,88.388805
-55.091312,4,88.389805
-29.083784,3,88.390804
-19.553296,2,88.3918
-49.560252,3,88.3928
-22.931617,2,88.3928
-20.286362,2,88.3938
-44.685892,3,88.3948
-60.502852,4,88.395801
-21.03208,2,88.3968
-38.203307,3,88.3978
-35.875801,3,88.398821
-21.604986,2,88.399804
-20.903651,2,88.400805
-24.802443,2,88.400805
-30.115736,4,88.402804
-29.493334,2,88.402804
-29.402694,2,88.403805
-41.395219,3,88.404804
-32.384734,3,88.405805
-22.19812,3,88.406804
-47.450076,4,88.407819
-50.480997,3,88.40881
-20.151793,2,88.40981
-28.57799,2,88.40981
-23.668643,2,88.410829
-21.12018,2,88.411828
-39.391396,3,88.411828
-32.52249,5,88.413828
-34.15952,3,88.41483
-47.848229,3,88.415822
-32.52979,3,88.416822
-41.342624,5,88.417822
-31.300688,3,88.418822
-24.491508,2,88.419822
-20.111948,2,88.419822
-26.954165,3,88.420822
-33.2678,4,88.421822
-21.303353,2,88.422822
-11.266056,6,88.424829
-29.718852,3,88.425355
-29.524117,2,88.426374
-50.292449,4,88.427374
-49.123946,3,88.428374
-21.966462,2,88.428374
-22.815373,5,88.430366
-24.447203,2,88.431374
-41.101705,4,88.432365
-64.123532,4,88.433365
-22.745446,2,88.434364
-40.57184,3,88.435364
-44.651921,3,88.436364
-58.22863,3,88.436364
-39.958256,3,88.437364
-28.356487,4,88.438364
-41.097433,3,88.440377
-19.085083,3,88.440377
-35.10715,4,88.442374
-43.987981,4,88.443374
-43.089721,4,88.444374
-26.872573,5,88.445374
-41.968514,4,88.446365
-25.038151,4,88.447364
-37.893808,3,88.448364
-20.46409,2,88.449381
-44.329382,3,88.450375
-44.540917,3,88.451374
-29.065779,4,88.452374
-44.743628,3,88.453374
-50.589274,3,88.454374
-23.889206,3,88.454374
-22.445669,2,88.455375
-48.804179,3,88.456375
-23.536489,2,88.457367
-24.678017,2,88.457367
-41.561468,4,88.459364
-37.552891,3,88.459364
-24.29688,2,88.460365
-42.230636,5,88.462369
-20.538243,2,88.463369
-36.906674,2,88.463369
-54.484368,7,88.465369
-50.761864,3,88.466369
-48.001909,5,88.468369
-31.30322,2,88.468369
-34.804032,6,88.470369
-32.841909,3,88.471369
-26.748065,3,88.472368
-43.512345,3,88.473368
-24.589155,2,88.473368
-24.340485,3,88.474369
-55.629136,4,88.475369
-31.073374,4,88.477369
-45.457329,4,88.478368
-48.520892,3,88.479365
-52.486736,3,88.480365
-19.203257,3,88.480365
-22.106399,2,88.481365
-47.826563,3,88.482365
-42.168613,3,88.483374
-28.50018,2,88.484374
-45.608877,4,88.485375
-33.975766,3,88.486374
-34.751169,5,88.487374
-44.674316,3,88.488374
-36.705542,3,88.489374
-19.85131,2,88.489374
-22.473868,3,88.490376
-43.72696,4,88.491374
-39.923631,3,88.494373
-27.39628,2,88.495371
-49.591676,3,88.496371
-30.149247,2,88.496371
-26.226191,2,88.497371
-51.569173,3,88.498372
-51.582714,3,88.499375
-27.912571,3,88.500371
-28.914346,2,88.500371
-32.046165,3,88.501371
-48.992359,3,88.502372
-26.387541,3,88.503372
-49.441314,4,88.504371
-45.488974,3,88.505371
-45.290286,3,88.506371
-24.157187,3,88.507369
-41.024145,5,88.508368
-22.495671,3,88.509368
-36.317019,3,88.510377
-42.827531,4,88.511377
-34.574029,3,88.512374
-45.269612,3,88.513376
-38.998321,3,88.514377
-20.058579,3,88.515387
-22.805994,2,88.516377
-46.719407,3,88.517391
-23.775561,2,88.517391
-46.071463,3,88.51838
-49.657605,3,88.51938
-36.939915,2,88.52038
-27.812744,2,88.52038
-42.238077,4,88.521379
-40.601791,4,88.523507
-50.402684,3,88.524015
-64.290925,4,88.525534
-46.756579,3,88.526542
-34.472699,3,88.526542
-28.000765,3,88.527542
-35.485878,4,88.52854
-38.557375,3,88.529542
-36.114682,3,88.530542
-27.095469,2,88.531543
-31.970244,3,88.532546
-22.61952,2,88.532546
-30.323272,3,88.533543
-45.706576,3,88.534543
-35.722158,3,88.535542
-44.6546,4,88.536542
-51.222765,3,88.537542
-14.193932,8,88.540539
-20.196158,2,88.540539
-22.638325,2,88.541538
-26.990994,2,88.541538
-21.250645,2,88.542538
-34.8963,3,88.543538
-25.737343,3,88.544538
-49.584926,3,88.544538
-40.089298,4,88.546538
-52.726476,3,88.546538
-28.280086,3,88.547538
-49.110372,4,88.548538
-27.362058,3,88.549542
-21.559646,2,88.550543
-25.134454,2,88.551543
-22.436905,2,88.551543
-37.625182,3,88.552542
-41.631784,3,88.55354
-45.398817,3,88.554543
-26.237165,3,88.555542
-34.946306,3,88.556542
-39.829739,3,88.557539
-48.487627,3,88.557539
-50.658922,3,88.558538
-33.766559,3,88.559538
-43.748593,3,88.560538
-42.508964,4,88.561538
-34.005994,4,88.562538
-35.63502,3,88.563538
-53.951118,3,88.564538
-59.773032,3,88.565538
-39.287994,3,88.566542
-44.145112,3,88.567543
-47.435952,3,88.567543
-39.369466,3,88.568542
-45.903163,3,88.569542
-45.047396,5,88.570543
-39.119019,3,88.571541
-36.651569,2,88.572542
-27.536059,2,88.573542
-51.667913,3,88.574543
-38.349018,5,88.575542
-25.445722,3,88.576542
-48.300445,3,88.577543
-51.631551,3,88.578543
-24.049854,2,88.578543
-21.512564,2,88.579542
-25.540493,3,88.580542
-21.787104,2,88.580542
-32.769979,5,88.582585
-21.264113,2,88.582585
-36.249774,5,88.58462
-22.366064,3,88.585619
-45.460481,3,88.586618
-45.653559,3,88.586618
-25.471959,2,88.587629
-43.771265,3,88.58862
-41.652308,3,88.589617
-33.230089,3,88.590617
-43.294004,3,88.591618
-21.206047,2,88.591618
-22.025291,3,88.592623
-64.440447,4,88.593619
-21.591689,2,88.594618
-24.791039,3,88.595619
-27.096953,3,88.59662
-66.257065,3,88.59662
-49.97221,3,88.597618
-42.056279,3,88.598622
-24.180076,2,88.599619
-31.233493,3,88.600622
-23.810817,2,88.600622
-20.783526,2,88.603546
-31.602939,3,88.604545
-28.970279,3,88.605545
-61.256981,4,88.606544
-31.025441,3,88.607538
-44.184638,3,88.608537
-35.591157,3,88.609537
-27.147556,2,88.609537
-42.964015,4,88.61054
-24.182113,3,88.61154
-47.170478,3,88.612541
-38.273864,3,88.613541
-29.91157,3,88.614542
-46.44766,3,88.615541
-44.253003,3,88.616542
-50.657093,4,88.617541
-20.349964,3,88.617541
-23.389005,3,88.618541
-31.528581,3,88.619541
-24.948052,2,88.620541
-23.076951,2,88.620541
-28.383932,4,88.621541
-21.533829,2,88.622541
-51.705169,3,88.623541
-28.847488,3,88.623541
-30.034214,2,88.625045
-24.70665,2,88.625045
-34.120149,3,88.626049
-33.05402,3,88.627049
-33.697823,4,88.628049
-43.012465,3,88.629049
-46.865606,3,88.630049
-38.315604,5,88.631049
-25.679781,3,88.632049
-38.54162,4,88.634133
-26.941267,2,88.634133
-20.584926,2,88.635131
-29.794938,3,88.636135
-43.024208,3,88.637135
-34.641432,4,88.638129
-24.893831,2,88.638129
-46.347796,3,88.639134
-18.148394,3,88.640133
-25.327044,3,88.641133
-20.931436,2,88.641133
-25.49207,2,88.642133
-36.21009,3,88.643132
-28.678417,11,88.646135
-25.066666,2,88.646135
-26.772978,3,88.647135
-27.971336,2,88.648132
-34.168968,3,88.649129
-41.596916,3,88.650147
-22.853945,2,88.650147
-36.65433,3,88.651133
-39.10071,3,88.652133
-21.368244,2,88.653129
-18.464025,5,88.659056
-49.082229,3,88.659056
-29.545577,2,88.660056
-45.928421,3,88.661056
-46.150005,5,88.662056
-31.764834,2,88.663056
-23.752817,3,88.664056
-29.300787,3,88.665056
-33.631459,3,88.666053
-37.195503,3,88.667053
-34.12711,4,88.668053
-44.769143,3,88.669053
-38.961283,3,88.669053
-40.740158,3,88.670053
-32.823776,3,88.671053
-27.373077,4,88.672053
-36.688655,3,88.673053
-29.956546,2,88.674053
-25.614088,3,88.674053
-38.373515,3,88.675053
-21.146244,4,88.676053
-35.719735,3,88.677053
-22.18083,2,88.678053
-23.995437,4,88.679051
-49.25631,3,88.680054
-27.110253,4,88.681053
-36.70131,3,88.682054
-32.593155,5,88.683127
-29.211728,2,88.684128
-43.848992,3,88.685129
-27.393328,2,88.685129
-21.526439,2,88.686132
-61.849526,4,88.687128
-44.731905,3,88.68813
-30.169898,2,88.689135
-69.068679,4,88.690055
-21.889746,2,88.691054
-31.818678,3,88.691054
-23.955853,4,88.693053
-52.152845,3,88.693053
-31.442467,2,88.694054
-41.845243,3,88.695053
-27.50917,3,88.696053
-51.323748,3,88.697054
-42.141552,4,88.698051
-40.481132,3,88.699054
-33.442486,3,88.700051
-47.653622,3,88.700051
-51.418052,3,88.701053
-42.815105,3,88.702051
-21.3518,3,88.703053
-27.127421,3,88.704053
-47.031513,3,88.705053
-47.349931,3,88.706053
-27.798561,2,88.706053
-32.888374,3,88.707053
-32.117394,3,88.708054
-42.956689,3,88.709054
-59.802456,3,88.710054
-30.672745,5,88.711062
-45.813753,3,88.714144
-29.551452,2,88.715142
-45.612857,3,88.716137
-22.838785,3,88.71714
-22.080572,3,88.718144
-21.493734,3,88.719144
-25.149245,2,88.719144
-38.011403,4,88.721145
-25.815421,2,88.721145
-26.590732,4,88.722143
-22.747968,4,88.724145
-21.250448,2,88.724145
-30.385346,2,88.725143
-32.207991,3,88.725745
-43.495721,4,88.726832
-24.437172,2,88.727833
-25.950676,3,88.728816
-31.892954,4,88.729759
-27.698531,2,88.730757
-38.948073,3,88.731757
-22.682501,2,88.731757
-30.374475,2,88.732801
-53.707513,4,88.733834
-29.652873,3,88.734835
-34.162698,3,88.735835
-20.257923,3,88.736832
-19.796495,2,88.736832
-24.723024,2,88.737834
-47.988057,3,88.738837
-35.42608,4,88.739836
-36.760493,4,88.741836
-35.170012,4,88.742835
-49.735208,3,88.742835
-26.145819,5,88.744763
-37.587108,3,88.74576
-20.467704,2,88.74576
-48.242112,4,88.747759
-22.943617,2,88.747759
-46.078721,3,88.74876
-26.222492,3,88.749759
-22.158531,2,88.749759
-21.716497,2,88.750759
-26.217129,3,88.751759
-48.743632,4,88.752759
-22.055414,2,88.753759
-41.623664,3,88.753759
-35.554287,3,88.754759
-37.501316,4,88.75576
-40.859271,3,88.757757
-41.888946,3,88.757757
-21.697933,2,88.758757
-29.051079,5,88.76077
-30.110205,3,88.76077
-49.265102,3,88.76176
-34.329628,3,88.762759
-20.647479,4,88.763759
-43.014088,5,88.765752
-36.591018,3,88.766759
-22.545175,2,88.766759
-34.976036,3,88.767759
-34.14605,3,88.768759
-25.951262,4,88.769759
-28.281757,3,88.77076
-39.410354,3,88.771759
-29.994994,4,88.773764
-30.334316,2,88.773764
-23.549263,3,88.77476
-26.733922,2,88.775756
-61.146229,5,88.776757
-19.494527,2,88.778755
-33.495281,3,88.779761
-20.470053,6,88.78176
-26.096536,3,88.78276
-18.145133,3,88.78376
-34.459179,3,88.78476
-50.575853,3,88.785754
-34.706139,3,88.786766
-49.588878,3,88.78776
-23.028154,4,88.788759
-26.949275,8,88.791757
-23.556703,4,88.792758
-28.190316,3,88.793757
-27.587219,2,88.793757
-24.618661,5,88.795757
-33.828463,3,88.796757
-29.407516,3,88.797757
-27.76213,3,88.798758
-32.685092,3,88.799779
-39.140754,5,88.800761
-33.668261,3,88.80176
-45.975267,3,88.80276
-35.417395,2,88.80376
-27.384792,2,88.80376
-13.460246,6,88.80576
-25.273051,2,88.80677
-31.386105,7,88.808759
-42.285083,3,88.80976
-32.328992,2,88.80976
-25.718207,6,88.811774
-36.569539,3,88.812773
-33.848895,3,88.813774
-20.004055,2,88.813774
-41.375017,3,88.814774
-29.84846,2,88.815768
-53.27614,3,88.816775
-35.0676,3,88.817774
-24.441304,2,88.817774
-46.809461,3,88.818774
-41.207035,3,88.819773
-53.693371,3,88.820774
-53.64579,7,88.823767
-34.659055,2,88.825278
-44.01699,3,88.826293
-45.591739,4,88.827293
-36.417243,3,88.828293
-44.730038,4,88.829293
-51.834132,3,88.830293
-26.303335,3,88.830293
-51.722084,3,88.831293
-46.276435,4,88.833299
-46.980607,3,88.834293
-25.626939,3,88.834293
-28.958016,5,88.836293
-43.251073,4,88.837292
-46.464927,4,88.838294
-45.092797,3,88.839293
-38.153661,3,89.525423
-46.580781,3,89.525926
-47.58817,3,89.526929
-48.920834,3,89.527929
-43.87634,3,89.529929
-29.454817,2,89.529929
-46.684117,3,89.530929
-24.174239,2,89.531929
-19.597796,3,89.532929
-33.406819,5,89.534929
-40.339974,3,89.535929
-21.910177,3,89.536929
-43.001659,3,89.537929
-42.682114,3,89.538929
-30.80141,3,89.540929
-47.503504,4,89.541929
-27.635085,5,89.543929
-50.261056,3,89.544929
-28.566217,3,89.545929
-44.565051,4,89.546929
-43.546935,7,89.549929
-25.464921,4,89.550929
-21.344594,2,89.551929
-27.44991,3,89.552928
-43.424385,3,89.553929
-29.548031,2,89.554929
-43.64982,3,89.555929
-20.515184,2,89.556929
-34.438692,6,89.559929
-33.678576,2,89.559929
-57.968289,5,89.562929
-41.469772,3,89.563929
-33.329404,2,89.564929
-24.411216,2,89.565929
-21.815349,3,89.566929
-34.337769,5,89.567929
-27.45831,8,89.570929
-36.314406,3,89.571929
-36.237603,4,89.573929
-25.180525,3,89.574929
-35.417839,3,89.576928
-36.509464,3,89.577929
-27.333078,3,89.578928
-26.295841,2,89.579929
-22.236148,2,89.580929
-66.991712,4,89.582929
-29.783761,3,89.583929
-29.103293,3,89.584929
-47.700324,3,89.585929
-29.392738,2,89.586929
-32.604618,2,89.587929
-29.421936,2,89.588929
-30.588692,5,89.590929
-33.418787,3,89.592928
-25.319247,3,89.593929
-49.24339,3,89.594929
-24.776176,2,89.595929
-35.690032,3,89.596928
-37.165735,4,89.601929
-51.310835,3,89.603929
-34.012306,3,89.606929
-22.963984,2,89.608928
-42.716552,3,89.610931
-28.277117,2,89.612931
-24.518341,7,89.617931
-26.785483,3,89.618931
-22.491155,2,89.618931
-45.138275,3,89.620931
-44.844465,3,89.621931
-48.279468,3,89.622931
-21.570073,5,89.623932
-24.986063,3,89.625434
-21.325833,2,89.626437
-36.579219,3,89.627437
-20.751118,2,89.628437
-42.514735,3,89.629437
-40.795755,4,89.630437
-37.744395,3,89.631437
-42.144406,3,89.632437
-29.446987,3,89.634437
-34.537674,4,89.635437
-21.889106,2,89.636437
-47.439581,3,89.637437
-25.072881,3,89.638437
-37.282428,2,89.639437
-28.62777,3,89.640437
-49.825107,3,89.641437
-30.986044,3,89.642437
-50.958223,3,89.643437
-30.009731,4,89.644437
-28.822774,5,89.646437
-25.846419,3,89.647437
-24.027839,3,89.648439
-35.753252,4,89.650438
-27.017625,3,89.651438
-32.778167,3,89.652438
-45.077526,3,89.653438
-30.802657,3,89.654438
-25.89791,3,89.655438
-51.088346,3,89.656438
-21.144418,2,89.657438
-32.351482,3,89.658438
-20.437229,4,89.659438
-42.488181,3,89.661438
-36.740176,5,89.662438
-31.776983,3,89.664438
-34.439326,3,89.665438
-44.549279,3,89.666438
-38.81858,3,89.667438
-26.708313,2,89.668438
-40.066255,3,89.669438
-19.754698,2,89.670438
-44.250042,3,89.671437
-27.073176,3,89.672437
-28.049051,2,89.673437
-51.166761,3,89.674437
-24.00539,2,89.675437
-39.125596,3,89.677437
-53.145505,3,89.678437
-37.960634,3,89.679437
-46.967723,3,89.681437
-26.709744,2,89.682437
-39.244532,3,89.683437
-39.87226,3,89.684437
-36.950899,3,89.685437
-30.162701,2,89.686437
-44.79621,3,89.688437
-25.95874,3,89.689437
-30.100111,3,89.690437
-22.218111,2,89.691437
-30.681531,3,89.692437
-55.310974,4,89.694437
-32.22834,5,89.695437
-22.686714,4,89.697437
-37.702187,3,89.698437
-43.084983,3,89.699437
-30.674204,3,89.700437
-52.960498,3,89.701437
-36.806513,3,89.702437
-20.29779,2,89.703437
-29.101233,2,89.704437
-36.200697,3,89.705437
-38.549188,3,89.707437
-51.396786,3,89.708437
-45.133376,4,89.710437
-29.706441,3,89.71344
-19.044824,3,89.71444
-25.418357,2,89.71544
-26.082268,2,89.71644
-21.071091,2,89.71644
-44.738662,4,89.71844
-47.118566,4,89.71944
-33.799666,3,89.72044
-35.185376,3,89.72144
-38.215218,3,89.72344
-41.512824,3,89.724441
-31.432751,3,89.725447
-21.816922,4,89.726982
-38.15764,3,89.727982
-45.820428,3,89.728982
-20.215293,2,89.729982
-80.130962,6,89.731982
-37.312655,3,89.732975
-24.965624,3,89.733982
-35.148984,3,89.734982
-28.033432,3,89.735982
-27.168393,3,89.736981
-51.019416,3,89.737977
-27.281492,3,89.739975
-38.613198,3,89.740981
-28.206945,3,89.741981
-29.150109,3,89.742982
-53.73645,3,89.743982
-21.048927,4,89.744982
-19.47855,3,89.745976
-41.307053,3,89.746975
-50.491614,3,89.747975
-23.723467,3,89.748975
-42.235516,3,89.749975
-35.63778,3,89.750975
-32.544224,2,89.751975
-54.859901,4,89.752975
-38.448299,3,89.753975
-37.853046,3,89.754975
-45.992632,5,89.756975
-37.832063,3,89.757998
-39.768679,6,89.759986
-22.449237,2,89.760985
-22.128927,2,89.760985
-42.513139,3,89.761985
-28.555344,3,89.762985
-34.79096,2,89.763985
-50.724861,5,89.765988
-23.305326,2,89.765988
-54.513127,3,89.766985
-28.420277,3,89.767985
-44.558435,3,89.768985
-23.038588,4,89.769984
-36.678443,2,89.770984
-46.197818,3,89.771985
-21.527955,4,89.772988
-44.166234,3,89.773982
-65.383823,5,89.775979
-45.444502,3,89.776979
-42.354833,4,89.778976
-37.395722,5,89.779979
-47.411985,3,89.780979
-21.233288,2,89.781979
-19.049449,3,89.782977
-35.237,3,89.783978
-33.938839,3,89.784984
-39.067575,3,89.785984
-30.054072,3,89.786982
-34.690669,3,89.787981
-51.78995,3,89.788981
-20.246397,3,89.789982
-33.242425,4,89.79098
-27.981268,8,89.793979
-46.273375,4,89.79498
-41.6257,3,89.795979
-28.722082,3,89.796979
-26.597314,4,89.797979
-51.44362,3,89.798979
-42.63331,4,89.799979
-53.56163,3,89.80098
-51.826441,4,89.80198
-62.521266,4,89.802979
-38.918501,3,89.803979
-24.160898,2,89.804979
-32.159786,2,89.805979
-39.410325,4,89.806978
-39.954441,5,89.808982
-27.964103,3,89.809982
-41.74454,3,89.810996
-24.815237,2,89.810996
-19.737093,2,89.811995
-26.086662,3,89.812996
-38.375974,3,89.813995
-29.019605,2,89.813995
-35.606778,3,89.814996
-45.873107,3,89.815994
-28.358089,3,89.816993
-33.341814,3,89.817993
-26.593267,3,89.818993
-40.238232,4,89.819993
-39.167515,3,89.820993
-28.438507,7,89.823995
-42.069881,3,89.8255
-42.074945,3,89.826504
-36.476717,3,89.827503
-31.567449,7,89.829504
-35.637154,3,89.830504
-27.929059,2,89.830504
-33.577464,3,89.831504
-34.424937,6,89.833505
-23.733006,3,89.834504
-21.142102,2,89.834504
-49.917919,4,89.836504
-49.674518,3,89.836504
-28.776001,4,89.837504
-35.354517,6,89.839514
-22.706175,2,89.840521
-36.272848,3,89.841514
-38.265162,5,89.842513
-21.839938,2,89.843513
