#{"t_start": 1775974238.6233823, "env_id": "None"}
r,l,t
-20.604611,2,293.233188
-23.878099,3,293.234188
-33.90143,2,293.235188
-52.640906,3,293.236188
-37.826585,3,293.237188
-44.063564,3,293.238188
-50.779854,3,293.239188
-46.342886,3,293.240188
-19.329818,2,293.241189
-50.456207,3,293.242188
-26.643497,2,293.243188
-38.984915,3,293.244188
-28.013806,3,293.245188
-20.735635,5,293.247188
-19.438088,3,293.248188
-38.526924,4,293.250188
-27.672444,3,293.251187
-50.50174,3,293.252188
-30.042451,3,293.253187
-50.241387,3,293.254187
-39.944731,3,293.255188
-28.499823,3,293.256188
-42.285412,3,293.257188
-23.370982,3,293.258188
-34.870519,6,293.261188
-25.462498,2,293.261188
-40.405301,4,293.263188
-24.792164,3,293.264188
-27.393778,3,293.265188
-51.696255,3,293.266188
-22.148913,2,293.267188
-32.586517,2,293.267188
-25.250281,2,293.268188
-44.189633,3,293.269187
-20.332542,2,293.27319
-18.462943,3,293.274189
-21.956757,2,293.275188
-20.874048,2,293.276188
-61.049175,4,293.277188
-22.363844,3,293.278188
-24.300017,2,293.279188
-34.699453,3,293.280188
-23.446689,2,293.281188
-29.967758,3,293.282188
-25.626581,3,293.284188
-26.183027,3,293.285188
-47.317407,3,293.286188
-22.314936,2,293.28719
-42.763891,3,293.288187
-26.805227,2,293.288187
-20.795624,5,293.291189
-46.024345,3,293.292186
-20.50886,2,293.293186
-24.348215,3,293.294186
-42.808602,3,293.296186
-29.951349,3,293.297186
-31.037832,2,293.298186
-45.146551,3,293.299188
-39.671752,3,293.301185
-45.86924,3,293.302185
-37.801553,3,293.304186
-21.601748,5,293.306187
-20.261671,3,293.308187
-43.50943,3,293.309186
-29.88546,2,293.310187
-29.022781,2,293.311187
-27.648004,2,293.312188
-22.145893,2,293.313188
-50.28456,3,293.314193
-30.438265,3,293.315196
-21.993443,3,293.317192
-48.029656,3,293.318192
-35.907892,2,293.319196
-22.046617,2,293.320194
-43.688628,3,293.321193
-34.729793,3,293.323193
-38.586841,3,293.324194
-30.911718,2,293.325193
-30.446477,3,293.326193
-46.072493,3,293.327193
-53.806359,3,293.328697
-25.831793,2,293.329703
-51.416147,3,293.331703
-34.503089,3,293.332705
-34.248599,2,293.333702
-22.492923,2,293.334706
-21.067426,2,293.336704
-51.010588,3,293.339703
-44.754637,3,293.340704
-51.860409,3,293.341702
-38.209558,4,293.343701
-35.818566,3,293.344701
-42.821134,3,293.345701
-22.870191,2,293.346702
-50.247755,3,293.347702
-20.691956,3,293.348702
-34.431502,3,293.349708
-37.80634,3,293.350705
-22.574429,2,293.351703
-30.786551,2,293.352703
-25.497666,2,293.353703
-40.93216,3,293.354703
-40.312736,3,293.355703
-53.42425,3,293.356703
-25.488158,2,293.357702
-44.103042,4,293.359704
-44.60253,4,293.360703
-22.334817,2,293.361703
-37.768256,3,293.363703
-24.814667,3,293.364703
-38.943494,5,293.366704
-19.66589,2,293.367702
-51.455413,5,293.369702
-46.678518,3,293.370702
-59.124033,6,293.373702
-47.244317,3,293.374705
-40.891504,3,293.376703
-28.274246,3,293.377703
-28.79311,2,293.378703
-31.353335,3,293.379703
-37.072035,4,293.383706
-35.933369,3,293.384704
-39.213563,3,293.385703
-36.288524,3,293.386703
-23.099741,3,293.387702
-28.182135,4,293.389702
-45.872956,3,293.39072
-41.781043,3,293.391711
-39.088332,3,293.392709
-28.52198,2,293.393709
-24.357812,3,293.39471
-20.805672,2,293.39571
-47.510928,3,293.39671
-22.085037,2,293.39771
-34.225436,3,293.398705
-27.25275,3,293.399704
-39.424615,3,293.400703
-26.962404,3,293.401711
-42.784589,3,293.403711
-25.060921,2,293.403711
-27.710715,2,293.40471
-23.063467,3,293.40571
-51.587199,3,293.406709
-19.432806,3,293.407711
-22.549565,2,293.40871
-48.552644,3,293.40971
-45.244921,3,293.41071
-20.639647,2,293.41171
-49.06151,3,293.412709
-23.280772,2,293.412709
-20.795427,2,293.413709
-34.305701,3,293.414728
-34.641174,3,293.415726
-46.168898,3,293.416725
-25.191652,2,293.417725
-25.067944,2,293.418725
-28.978827,3,293.419724
-21.422201,2,293.419724
-41.353385,3,293.421724
-24.646363,2,293.421724
-33.389361,4,293.423726
-20.13962,2,293.423726
-56.019627,4,293.425725
-23.645706,3,293.426724
-44.824932,3,293.427725
-48.639066,3,293.428725
-27.558792,2,293.429248
-22.172349,3,293.430279
-39.337738,3,293.431271
-33.650105,3,293.432267
-43.445764,3,293.433267
-23.618788,3,293.434266
-28.059401,2,293.434266
-31.008536,3,293.435266
-28.994275,2,293.436266
-21.744534,2,293.437266
-45.066328,4,293.438266
-41.84477,3,293.439266
-29.280917,2,293.440266
-49.284775,3,293.440266
-20.006006,2,293.441267
-23.914908,3,293.442266
-25.328844,2,293.443266
-28.759378,2,293.443266
-24.944652,3,293.444266
-22.56239,2,293.445268
-50.96277,3,293.446274
-29.526763,3,293.447266
-28.897292,3,293.448267
-20.32676,2,293.449266
-20.806445,3,293.450266
-20.632455,3,293.451266
-36.983469,3,293.452266
-32.03048,2,293.453266
-24.736691,2,293.453266
-30.201064,2,293.454266
-24.965269,3,293.455266
-21.289757,2,293.455266
-28.810014,3,293.457267
-22.688788,2,293.457267
-21.065521,2,293.458266
-42.962512,3,293.459266
-37.052288,4,293.460267
-44.400331,3,293.461266
-56.460152,4,293.462268
-36.803309,3,293.463266
-48.699918,3,293.464266
-34.620389,2,293.465266
-37.190575,2,293.465266
-35.58169,2,293.466266
-34.764237,4,293.467266
-28.775882,2,293.468266
-24.46958,3,293.469266
-50.613696,3,293.470266
-22.455065,2,293.470266
-40.649862,3,293.471266
-33.831265,3,293.472266
-21.417722,3,293.473266
-25.998366,3,293.474267
-52.135629,3,293.475267
-32.339695,4,293.476266
-42.951641,3,293.477266
-38.179365,4,293.478267
-43.493036,3,293.479266
-50.724411,3,293.480266
-19.325181,3,293.481266
-36.010815,3,293.481266
-42.436813,3,293.483266
-39.384154,3,293.483266
-35.364034,2,293.484266
-51.140666,4,293.485266
-27.886285,3,293.486266
-73.504469,8,293.488266
-30.751501,3,293.490267
-51.035448,3,293.490267
-22.162713,2,293.491267
-52.940853,6,293.495266
-42.541809,3,293.496266
-52.711257,3,293.497266
-29.176113,2,293.497266
-45.471217,3,293.498266
-50.052788,3,293.499266
-20.903937,2,293.500266
-31.435742,2,293.500266
-22.729293,3,293.501266
-28.68407,3,293.502267
-24.56899,4,293.503267
-35.971594,4,293.504266
-21.281596,2,293.505267
-30.311746,3,293.506266
-53.715706,3,293.506266
-41.901696,3,293.508267
-27.731084,3,293.509266
-38.013687,3,293.510266
-24.114959,3,293.510266
-44.865563,3,293.511266
-36.551938,5,293.513266
-26.277961,2,293.513266
-19.811746,2,293.514282
-22.615606,3,293.515281
-22.391338,2,293.515281
-26.114556,2,293.516281
-28.229934,2,293.517281
-50.744994,3,293.518281
-28.182761,3,293.51928
-34.685966,2,293.51928
-26.570231,2,293.520282
-22.065696,3,293.521281
-44.030093,4,293.52228
-39.158755,3,293.523407
-29.632225,2,293.52392
-39.145387,3,293.524938
-44.041381,3,293.525937
-65.889446,4,293.526936
-38.509535,3,293.527936
-48.391241,3,293.528937
-34.655722,3,293.529458
-39.38846,3,293.530476
-47.160666,3,293.531475
-33.40252,2,293.531475
-29.855983,2,293.532475
-23.702487,2,293.533475
-28.515081,3,293.534475
-41.987726,3,293.534475
-22.154251,2,293.535477
-32.133672,2,293.536475
-36.601755,2,293.536475
-25.965709,2,293.537475
-35.772804,4,293.538475
-32.991463,2,293.539477
-28.858801,2,293.539477
-33.73851,3,293.540477
-24.373536,2,293.541475
-45.429098,4,293.542475
-23.356109,2,293.543475
-20.781005,2,293.543475
-44.589135,3,293.544475
-28.114907,4,293.545475
-19.563668,2,293.546475
-19.9183,2,293.546475
-28.703911,2,293.547475
-43.511413,3,293.548475
-27.178665,5,293.549475
-36.037726,3,293.550476
-32.785105,2,293.551475
-48.091295,4,293.552475
-21.108278,2,293.553475
-39.636552,3,293.554477
-44.856301,3,293.555475
-50.0032,3,293.556475
-28.379308,3,293.557476
-33.993199,4,293.558475
-40.463077,3,293.559475
-25.692989,2,293.559475
-49.638118,3,293.560475
-25.669681,2,293.561475
-19.063989,4,293.562475
-36.687698,3,293.563475
-41.387323,3,293.564475
-33.874575,2,293.564475
-27.664223,3,293.565477
-36.442134,4,293.566475
-34.046389,3,293.567475
-29.686177,3,293.568475
-53.206459,3,293.569475
-19.671334,3,293.570476
-21.46673,2,293.570476
-49.429011,3,293.571475
-56.657126,4,293.572475
-42.987054,3,293.573475
-21.863016,2,293.574476
-28.55816,3,293.575475
-21.628507,2,293.575475
-53.175208,3,293.576475
-40.019921,3,293.577476
-23.033435,3,293.578475
-42.783943,3,293.579475
-27.735914,5,293.580477
-23.423003,4,293.581475
-20.113959,3,293.582475
-25.350091,2,293.583475
-26.965203,2,293.583475
-30.66552,2,293.584476
-22.3239,2,293.585475
-47.073711,3,293.585475
-42.324611,3,293.586477
-39.593151,4,293.587475
-50.784752,3,293.588475
-54.387774,3,293.589475
-47.468052,4,293.591476
-22.13322,2,293.591476
-47.950632,3,293.592475
-49.607945,3,293.593475
-52.104875,3,293.594475
-35.797564,5,293.595476
-21.89642,2,293.596475
-19.73508,2,293.596475
-38.11647,3,293.597475
-31.129569,2,293.598475
-36.724335,3,293.599475
-19.646631,2,293.600475
-58.673566,4,293.601475
-19.924324,2,293.603476
-21.786093,2,293.604475
-46.936769,3,293.605475
-45.228141,3,293.605475
-36.426235,4,293.607476
-29.831311,2,293.607476
-42.869206,3,293.608475
-22.914338,2,293.609475
-22.454924,2,293.610476
-41.825241,3,293.610476
-50.167283,3,293.611475
-40.072953,3,293.612475
-39.987435,5,293.613476
-33.436472,3,293.61449
-50.267478,3,293.61549
-37.348204,3,293.61649
-21.385369,2,293.61749
-42.169861,3,293.61749
-25.693659,2,293.618491
-23.261098,2,293.61949
-49.827853,3,293.61949
-29.385164,2,293.62049
-27.576611,2,293.62149
-60.356984,4,293.62249
-27.877231,2,293.62249
-43.739853,3,293.624491
-24.255404,4,293.625491
-46.515604,3,293.62649
-24.051436,3,293.62649
-28.657362,2,293.62749
-31.387529,2,293.62749
-25.316731,2,293.629004
-33.767925,2,293.629004
-48.720254,3,293.630022
-28.275596,2,293.631021
-23.895451,3,293.631021
-22.491958,2,293.632021
-49.926303,3,293.633021
-35.375184,3,293.634022
-35.092152,2,293.635021
-22.437116,2,293.636021
-28.967589,2,293.636021
-40.258176,5,293.638021
-21.206469,2,293.638021
-22.999059,2,293.639021
-45.430417,3,293.640022
-21.094548,3,293.641022
-30.269692,2,293.641022
-21.239672,4,293.643021
-29.603328,2,293.643021
-27.400001,3,293.644021
-30.367282,2,293.645021
-22.976712,3,293.645021
-46.034899,3,293.646021
-23.050456,2,293.647021
-26.085435,3,293.648021
-31.508386,3,293.649021
-39.735479,3,293.650022
-21.829338,2,293.650022
-20.110557,3,293.651021
-25.912376,2,293.652021
-29.820719,2,293.652021
-39.499214,3,293.653021
-22.516084,3,293.654021
-38.709583,3,293.655022
-24.097167,2,293.656021
-43.823303,3,293.657021
-27.303085,2,293.657021
-45.720098,3,293.658022
-40.108437,3,293.659021
-23.482781,4,293.660021
-52.367918,3,293.661021
-27.448979,2,293.662021
-25.701058,3,293.662021
-30.933766,2,293.663021
-24.767949,3,293.664021
-25.226347,2,293.665021
-44.762294,3,293.666022
-34.783527,2,293.666022
-31.443097,3,293.667021
-27.093006,2,293.668021
-49.753985,3,293.668021
-38.079505,6,293.670022
-43.871174,3,293.671021
-27.674714,3,293.672021
-24.395593,3,293.673021
-27.969883,2,293.673021
-35.227245,3,293.675022
-30.476381,2,293.675022
-30.520384,2,293.676021
-29.38255,3,293.677021
-25.69877,3,293.67802
-50.531585,3,293.67802
-39.85699,3,293.679021
-9.990552,6,293.68102
-26.994963,2,293.682022
-52.101465,3,293.683021
-31.707554,2,293.683021
-40.183903,3,293.684021
-25.569955,4,293.685022
-45.865582,3,293.686021
-49.524719,3,293.687021
-41.924752,4,293.688021
-25.509704,3,293.689021
-42.716554,3,293.690021
-34.716575,3,293.691021
-24.404205,3,293.692022
-35.085337,4,293.693021
-45.085416,3,293.694021
-23.408106,2,293.694021
-50.016653,3,293.695021
-32.250136,2,293.696021
-48.982479,3,293.697021
-28.123646,3,293.698021
-31.919589,3,293.698021
-29.191209,3,293.699021
-21.118,2,293.700022
-47.062043,3,293.701022
-21.119562,2,293.702021
-41.206066,3,293.702021
-25.201241,2,293.703021
-29.907189,2,293.704022
-39.129576,2,293.704022
-21.736916,3,293.705021
-21.471966,2,293.706021
-24.785454,4,293.707022
-21.345101,2,293.708021
-36.872378,2,293.708021
-24.874994,3,293.709021
-26.639712,2,293.710021
-50.018229,3,293.711021
-20.95683,2,293.711021
-42.293919,4,293.712021
-52.985653,3,293.715039
-38.183485,3,293.716038
-44.146343,3,293.717037
-37.558536,3,293.718037
-25.883131,2,293.718037
-50.104931,3,293.719037
-34.649336,2,293.720037
-23.786218,2,293.720037
-37.625501,3,293.721037
-48.74812,3,293.722037
-53.674461,5,293.724038
-20.266015,2,293.724038
-20.703315,2,293.725037
-36.232196,4,293.726037
-25.796679,2,293.726037
-31.221401,3,293.727037
-46.920721,3,293.728037
-33.519125,3,293.729559
-53.357044,3,293.729559
-23.988767,2,293.730577
-19.454932,3,293.731576
-30.510193,2,293.732576
-44.036598,3,293.733576
-28.425576,3,293.734576
-25.996004,3,293.735576
-29.685673,3,293.736576
-20.054047,2,293.736576
-21.079384,2,293.737576
-25.295273,2,293.738581
-64.738275,4,293.739578
-43.131255,3,293.740581
-30.589531,2,293.741576
-32.295558,3,293.742576
-38.169956,3,293.743576
-35.331082,3,293.744576
-32.079444,2,293.744576
-19.41423,3,293.745578
-48.143922,3,293.746576
-43.78161,3,293.747576
-26.177894,3,293.748576
-26.738914,2,293.749576
-21.851492,2,293.749576
-23.944142,2,293.750576
-29.128759,3,293.751576
-37.644304,3,293.752576
-26.590276,2,293.752576
-40.768548,3,293.753576
-47.969029,3,293.754576
-44.935617,3,293.755576
-21.720397,2,293.756576
-46.722233,3,293.756576
-50.590325,3,293.758577
-43.318888,3,293.758577
-28.227461,2,293.759576
-20.776866,2,293.760577
-44.214494,4,293.761578
-21.099511,2,293.762577
-47.898261,3,293.762577
-28.024702,3,293.763576
-30.139323,3,293.764576
-26.292975,2,293.765576
-22.29931,2,293.765576
-47.520066,3,293.766576
-24.615863,2,293.767576
-22.072438,2,293.767576
-20.736935,2,293.768576
-49.752294,3,293.769576
-41.28176,3,293.770576
-34.958299,3,293.771576
-38.009612,4,293.772576
-35.249647,3,293.773576
-34.365176,3,293.774577
-23.742892,2,293.774577
-26.647168,3,293.775578
-22.392408,3,293.776577
-36.312362,3,293.777578
-23.554698,3,293.778576
-36.75752,3,293.779576
-52.277835,3,293.779576
-51.579715,3,293.780577
-53.51866,3,293.781576
-20.647125,5,293.783576
-32.571072,3,293.784576
-36.681996,3,293.785577
-32.425602,3,293.785577
-43.005936,3,293.786576
-30.822259,2,293.787576
-22.348904,3,293.788576
-26.984553,3,293.789576
-49.127179,3,293.790578
-37.655656,2,293.790578
-30.204267,2,293.791576
-22.719732,2,293.792577
-47.230741,3,293.792577
-40.230056,4,293.794576
-30.055652,2,293.794576
-46.995923,3,293.795576
-43.422136,3,293.796576
-41.419048,3,293.797576
-36.910481,4,293.798576
-27.588072,2,293.799576
-49.110189,3,293.800576
-45.461621,4,293.801577
-20.514681,3,293.802576
-49.399499,3,293.802576
-21.95984,4,293.803577
-29.495452,2,293.804576
-39.072393,4,293.805577
-27.412177,2,293.806576
-38.337324,3,293.807577
-31.146289,2,293.808577
-31.98631,2,293.808577
-23.809033,3,293.809576
-23.441232,2,293.810576
-33.450228,4,293.811576
-39.48467,3,293.812576
-61.385195,4,293.813576
-53.530727,3,293.813576
-20.922508,2,293.814591
-50.632156,3,293.81559
-53.497963,3,293.81659
-37.953831,3,293.81759
-30.425694,3,293.81859
-37.355386,3,293.81959
-20.568262,3,293.820591
-45.425959,3,293.820591
-52.824469,3,293.82159
-28.146974,2,293.823591
-19.076039,3,293.824591
-35.048249,2,293.82559
-20.8445,2,293.82659
-26.383824,3,293.82759
-35.348698,3,293.82759
-26.519126,2,293.82759
-35.858833,4,293.83012
-28.719419,2,293.83012
-32.293179,2,293.831119
-41.113981,3,293.832119
-22.459189,2,293.832119
-20.439175,2,293.833119
-46.231615,3,293.834119
-21.305714,3,293.83512
-26.22344,3,293.836119
-46.640486,3,293.83712
-50.387778,3,293.83712
-32.368867,3,293.83912
-43.019486,3,293.83912
-24.987881,2,293.840119
-42.459858,4,293.84112
-21.043474,2,293.842119
-41.142083,3,293.843119
-20.649493,3,293.844119
-30.897597,3,293.845119
-18.005622,5,293.846119
-40.320751,3,293.847119
-47.225042,3,293.848119
-50.144608,3,293.848119
-21.422721,2,293.849119
-32.053754,4,293.851119
-33.241418,2,293.851119
-39.947013,4,293.852119
-51.790315,3,293.853119
-41.825539,4,293.854119
-47.450788,3,293.855121
-35.200273,3,293.856119
-30.955909,3,293.857119
-43.305798,3,293.85812
-47.193805,4,293.859119
-32.656318,3,293.860119
-32.657008,2,293.860119
-21.563533,3,293.861119
-51.328435,3,293.862119
-45.674384,3,293.863119
-52.800679,3,293.864119
-45.625911,3,293.86512
-22.177975,2,293.866119
-21.859808,2,293.866119
-37.500507,3,293.867119
-40.104892,3,293.868119
-27.322582,4,293.869119
-54.180007,4,293.870119
-30.612101,3,293.871121
-24.403224,3,293.872119
-31.847093,2,293.872119
-42.162697,3,293.87412
-24.842058,3,293.87412
-28.417604,2,293.875119
-25.945167,3,293.876119
-25.448304,2,293.876119
-28.898094,2,293.877119
-43.923377,4,293.87812
-26.174021,4,294.560993
-23.798793,2,294.561993
-46.707497,3,294.562993
-27.94809,2,294.563993
-46.10168,3,294.564993
-35.432904,3,294.565993
-30.749319,2,294.566993
-33.958577,3,294.567993
-22.698076,2,294.568996
-35.319617,2,294.569994
-36.321445,3,294.570993
-36.791346,3,294.571993
-41.406848,3,294.572993
-24.840762,2,294.573993
-33.814953,2,294.574999
-21.746398,2,294.575995
-25.597931,3,294.576997
-27.964798,2,294.577998
-20.0267,2,294.578995
-37.927086,4,294.580996
-22.996025,3,294.581995
-41.365654,7,294.584997
-24.087494,3,294.585995
-22.994887,2,294.586994
-42.72884,3,294.587995
-30.574935,3,294.588995
-23.293508,3,294.589995
-39.324444,3,294.590997
-47.557502,3,294.591995
-40.703969,3,294.592994
-28.256185,2,294.593995
-33.096905,2,294.594994
-18.853355,3,294.595994
-63.713843,3,294.596994
-29.029331,2,294.597994
-20.312249,2,294.598996
-43.5272,3,294.601995
-39.313594,4,294.605994
-36.003293,3,294.607996
-21.649562,4,294.611994
-28.933406,3,294.613994
-24.794319,2,294.616003
-22.526322,2,294.618
-29.336687,6,294.619999
-37.440127,3,294.620998
-47.581245,3,294.621998
-21.093459,2,294.622998
-20.012547,3,294.623998
-45.085868,4,294.624998
-48.15737,3,294.626998
-17.132721,4,294.627998
-29.180504,2,294.627998
-38.723995,3,294.629502
-27.268501,2,294.630507
-24.019904,2,294.631506
-40.440183,3,294.632789
-24.83401,3,294.638512
-24.464565,2,294.639509
-31.906879,3,294.64051
-46.727306,3,294.641508
-25.915793,3,294.642508
-31.883304,2,294.643507
-26.679417,3,294.644507
-36.570695,4,294.646508
-38.486951,3,294.647507
-25.869422,2,294.64851
-48.384616,3,294.649511
-19.775247,2,294.650508
-29.294671,3,294.652508
-21.632356,2,294.653507
-88.487756,8,294.656507
-40.396874,3,294.65751
-23.748706,2,294.658508
-52.346142,3,294.659508
-24.589098,2,294.660508
-50.894948,3,294.662507
-27.351971,3,294.663507
-29.716091,2,294.664508
-25.647425,3,294.665508
-21.234866,2,294.666511
-31.238082,2,294.667509
-27.1071,3,294.668508
-37.190621,3,294.669508
-33.820229,3,294.670507
-25.006733,3,294.671507
-19.423975,3,294.672507
-28.443387,2,294.673507
-46.725599,3,294.674511
-24.390653,2,294.675508
-38.354994,3,294.676507
-42.345637,3,294.677507
-47.694006,3,294.678508
-29.530719,2,294.679507
-41.047724,3,294.680509
-45.468748,3,294.681507
-28.920044,6,294.683506
-61.705161,5,294.685507
-31.77514,3,294.686507
-29.971709,2,294.687506
-22.307104,3,294.688506
-23.679043,2,294.689506
-44.246317,3,294.690507
-25.917329,2,294.691507
-33.986744,2,294.692506
-47.414778,3,294.693506
-40.3744,3,294.694506
-17.512735,5,294.696507
-28.528368,3,294.697506
-43.868983,3,294.698506
-33.897674,3,294.699506
-27.374122,3,294.700506
-30.904422,3,294.701506
-28.272612,2,294.702507
-27.23646,2,294.703506
-17.964564,2,294.704506
-32.52356,4,294.705507
-45.638301,3,294.706506
-24.30116,2,294.707506
-22.368999,2,294.708537
-48.813295,3,294.709538
-50.879487,3,294.710537
-27.048378,2,294.713507
-28.605722,3,294.714537
-22.841063,2,294.715578
-19.284129,4,294.716544
-45.088966,3,294.71854
-28.624025,2,294.71854
-38.38711,4,294.720541
-50.062806,3,294.72154
-34.084523,4,294.72254
-32.074094,2,294.723541
-34.684172,3,294.72454
-48.427528,3,294.72554
-37.570751,3,294.72654
-31.293515,3,294.728541
-19.831908,2,294.728541
-32.079696,2,294.730116
-22.708536,2,294.730116
-30.391736,3,294.731153
-51.077331,3,294.733124
-26.516918,2,294.734121
-39.985294,4,294.735153
-31.874275,5,294.737162
-26.513699,3,294.738152
-47.457653,3,294.739153
-49.096868,3,294.741124
-49.386318,3,294.742122
-30.314044,3,294.743122
-25.207238,3,294.744125
-46.145654,3,294.745122
-25.279448,2,294.746122
-30.172721,3,294.747122
-42.86749,3,294.748122
-28.197988,3,294.749125
-30.935437,2,294.750123
-36.761569,3,294.751121
-36.948021,3,294.75212
-24.893273,3,294.75312
-24.139472,4,294.755121
-26.223641,2,294.755121
-28.161263,3,294.75712
-32.204588,3,294.758121
-32.605652,3,294.759125
-36.872579,4,294.760185
-25.007712,2,294.761189
-44.735779,3,294.762131
-23.417385,2,294.763129
-25.901464,2,294.764129
-23.092864,2,294.764129
-22.433898,2,294.765131
-25.350621,2,294.766129
-29.255079,3,294.767129
-44.614232,3,294.768128
-29.367101,3,294.769129
-40.773266,3,294.770129
-19.779319,2,294.771129
-48.49822,3,294.772129
-37.545651,5,294.77413
-24.705553,2,294.77413
-20.781505,2,294.775131
-41.038778,3,294.776129
-26.459442,2,294.777129
-26.150888,2,294.778129
-33.939372,2,294.778129
-28.895764,2,294.779129
-26.42134,2,294.78013
-23.935567,3,294.781131
-24.845415,2,294.782129
-30.962816,3,294.783129
-30.807068,3,294.784129
-28.250887,2,294.785129
-36.329606,5,294.786129
-50.051733,3,294.787128
-48.377409,4,294.789129
-25.018858,3,294.79013
-28.598351,2,294.79113
-25.289026,4,294.792129
-36.603239,3,294.793129
-31.839119,4,294.79513
-23.917045,2,294.79513
-24.71328,3,294.796129
-29.490605,4,294.798129
-31.448028,2,294.798129
-20.663737,2,294.799129
-30.233075,3,294.800129
-39.517605,3,294.801129
-29.454376,2,294.802129
-44.203132,3,294.803129
-31.157029,3,294.804129
-53.760695,3,294.805129
-21.37094,2,294.805129
-52.738041,3,294.80613
-20.944518,2,294.807129
-28.109862,2,294.80813
-50.246289,3,294.809129
-36.959694,3,294.81013
-27.504867,2,294.81013
-32.533145,5,294.812129
-19.922676,2,294.813128
-52.303298,3,294.813128
-34.668401,3,294.814129
-27.980284,2,294.815144
-33.736347,2,294.816144
-27.710566,2,294.816144
-39.53638,2,294.817143
-29.007742,3,294.818143
-22.41146,2,294.819143
-13.863869,8,294.823144
-23.433138,3,294.824144
-40.392706,4,294.825145
-31.237276,2,294.826144
-28.105129,3,294.827143
-30.816322,3,294.827143
-37.129833,3,294.828143
-22.316068,2,294.828143
-39.817789,3,294.829657
-35.185578,3,294.830675
-24.606075,2,294.831674
-48.060792,3,294.832674
-24.224801,2,294.832674
-40.293742,3,294.833673
-28.848076,5,294.835673
-20.184939,2,294.835673
-35.400317,2,294.836673
-23.551787,3,294.837675
-48.704722,3,294.838673
-47.544741,3,294.838673
-34.440767,3,294.839673
-35.955156,4,294.841673
-43.035014,4,294.842673
-32.236484,3,294.843673
-45.296367,3,294.844673
-23.709594,2,294.844673
-48.066997,6,294.846673
-18.591069,2,294.846673
-40.812006,3,294.847673
-52.363856,3,294.848673
-35.961674,4,294.850674
-41.587683,3,294.851673
-29.751368,2,294.851673
-35.046169,7,294.854673
-22.409679,2,294.854673
-24.778326,2,294.855675
-33.494018,3,294.856675
-64.157755,3,294.857673
-40.325338,3,294.857673
-24.405626,3,294.858674
-52.966186,4,294.859673
-25.007783,2,294.860673
-31.811351,3,294.861673
-39.042574,3,294.862673
-42.028821,3,294.863673
-53.641319,3,294.864673
-32.249211,2,294.864673
-47.430899,3,294.865674
-46.051785,3,294.866673
-29.120822,3,294.867673
-28.647164,2,294.868673
-22.719607,2,294.868673
-41.213853,4,294.870675
-29.510022,4,294.871674
-34.614848,3,294.872673
-25.571224,2,294.872673
-23.902862,2,294.873673
-25.677419,2,294.874674
-32.344195,4,294.875673
-42.668571,3,294.876673
-38.967091,3,294.877673
-28.104567,5,294.878674
-22.609299,2,294.879673
-46.601577,4,294.880674
-56.246254,3,294.881673
-26.776354,2,294.882674
-25.767328,2,294.882674
-24.987574,3,294.884674
-39.893751,3,294.885676
-24.316807,2,294.885676
-45.923646,4,294.886674
-31.111539,2,294.887674
-25.37769,2,294.888673
-19.938461,2,294.888673
-30.850855,2,294.889673
-44.790277,3,294.890675
-39.90297,3,294.891674
-36.739365,3,294.892673
-49.31586,3,294.892673
-28.840692,2,294.893673
-39.63633,2,294.894673
-24.990776,2,294.894673
-46.231078,3,294.895673
-24.687915,2,294.896673
-24.346598,3,294.896673
-38.639534,2,294.897673
-52.120297,3,294.898673
-50.446339,3,294.899673
-28.082624,2,294.900675
-52.797083,6,294.901676
-22.70255,2,294.902674
-38.093519,3,294.903673
-28.022997,4,294.904674
-24.558133,2,294.905674
-44.676669,5,294.906674
-29.514088,3,294.907674
-45.8312,3,294.908673
-36.290636,3,294.909673
-46.005742,3,294.910673
-25.562397,2,294.910673
-45.015903,3,294.911673
-26.852368,2,294.912673
-35.307785,3,294.913673
-23.009919,2,294.913673
-35.788056,3,294.914673
-46.441681,3,294.91569
-35.689232,3,294.916689
-30.608501,4,294.918689
-33.738823,3,294.918689
-43.955662,3,294.919688
-29.95214,2,294.920688
-51.801899,3,294.921688
-19.735993,3,294.922688
-27.872666,2,294.922688
-21.285369,2,294.923689
-27.97905,2,294.924688
-45.667524,3,294.925688
-25.557843,2,294.925688
-36.696132,3,294.926688
-44.439353,3,294.927688
-21.244192,2,294.927688
-51.931416,3,294.928688
-67.634287,7,294.93123
-51.346264,3,294.932229
-28.835936,4,294.935228
-21.554117,2,294.935228
-34.127101,4,294.936228
-41.957121,3,294.937228
-48.095538,3,294.938228
-51.770608,3,294.939228
-38.454312,3,294.940228
-38.532576,3,294.940228
-30.080011,4,294.942229
-22.737566,2,294.942229
-33.287419,2,294.943229
-35.193147,2,294.943229
-26.547193,2,294.944228
-22.564965,3,294.94523
-27.83399,3,294.946229
-50.530643,3,294.946229
-34.860023,3,294.947228
-32.006915,3,294.948229
-27.743378,4,294.950229
-27.866454,3,294.951228
-50.477497,3,294.951228
-24.45407,2,294.952229
-29.432878,5,294.953228
-52.264275,3,294.954228
-30.183159,4,294.955228
-31.283222,3,294.956228
-40.077496,3,294.95723
-24.459409,3,294.958229
-26.237267,2,294.959228
-26.766345,2,294.959228
-46.720559,3,294.96023
-38.287334,3,294.961228
-30.649431,3,294.962229
-45.757196,3,294.963229
-42.023294,3,294.963229
-25.533379,2,294.964228
-21.579266,3,294.96523
